age,annual_income,total_debt,credit_history_years,late_payments,credit_utilization,existing_loans,savings,employment_years,debt_to_income,creditworthy
64,75185.21,6953.01,28.04,1,0.444,1,0.0,6.92,0.092,1
59,15000.0,12090.12,21.84,2,0.167,2,19712.13,6.05,0.806,0
35,43906.71,13382.45,17.53,2,0.121,1,0.0,17.0,0.305,1
24,37489.7,21463.59,19.61,1,0.477,2,35099.27,6.0,0.573,1
49,37341.44,7305.4,1.36,3,0.208,2,19282.98,0.04,0.196,1
42,43521.31,21835.59,18.73,3,0.142,1,4119.81,8.83,0.502,1
45,86782.22,23820.02,15.53,1,0.358,0,11104.14,21.45,0.274,1
33,78052.22,12386.13,16.6,2,0.337,6,10532.27,0.68,0.159,1
38,54461.92,8343.31,11.1,2,0.601,1,20301.36,0.08,0.153,1
53,84939.72,19020.95,2.9,5,0.483,0,26502.95,7.03,0.224,1
36,36629.46,15564.99,6.2,2,0.408,2,221.51,18.0,0.425,0
65,33637.77,20644.22,28.55,2,0.182,1,36065.05,22.54,0.614,1
62,78999.13,36838.4,12.56,4,0.665,5,33268.28,12.97,0.466,1
64,72752.15,18823.64,14.27,1,0.583,2,3496.12,13.83,0.259,1
22,49874.21,10329.23,2.05,4,0.812,1,14873.62,4.0,0.207,0
55,35019.86,7309.32,1.61,2,0.542,3,34529.7,6.09,0.209,1
62,92114.1,7773.58,21.66,0,0.328,0,28795.02,20.38,0.084,1
54,22157.74,446.8,16.37,6,0.234,1,9959.08,2.66,0.02,1
50,46834.63,29192.92,15.51,0,0.489,3,23772.08,12.18,0.623,0
33,65028.68,0.0,7.67,3,0.545,5,49966.38,15.0,0.0,0
33,99647.63,23857.26,22.47,1,0.088,2,15261.92,2.59,0.239,1
38,68428.2,7583.23,5.46,1,0.348,1,6408.22,12.99,0.111,1
52,70566.7,11851.14,6.1,2,0.091,2,16069.04,14.44,0.168,1
52,47473.56,7224.15,14.09,1,0.352,2,16958.63,18.56,0.152,1
55,72506.56,35350.38,8.95,1,0.586,1,7705.56,5.87,0.488,1
59,62316.81,18195.79,7.8,2,0.529,1,19299.5,7.33,0.292,0
49,25053.78,27484.54,19.53,3,0.055,3,0.0,14.24,1.097,0
49,77444.57,33606.32,19.7,0,0.443,2,6013.59,24.58,0.434,1
64,81348.65,19960.87,24.82,2,0.154,0,23098.94,5.44,0.245,1
36,77674.03,3652.51,12.82,2,0.185,2,0.0,18.0,0.047,1
64,60733.21,15352.29,2.66,4,0.488,3,24838.01,17.86,0.253,0
30,38964.11,9093.02,8.57,1,0.313,1,0.0,12.0,0.233,1
50,15000.0,11957.95,29.41,0,0.157,2,0.0,2.24,0.797,1
45,63455.18,16864.51,18.09,3,0.376,1,8012.26,7.51,0.266,1
59,83802.73,16390.13,21.44,1,0.406,1,17442.37,1.44,0.196,1
40,81901.71,22945.31,0.72,1,0.144,1,29903.16,9.29,0.28,1
25,77953.6,24687.65,15.79,4,0.393,3,14691.47,7.0,0.317,0
21,58367.36,16390.26,1.61,3,0.413,1,11041.36,2.63,0.281,1
50,83924.21,22841.63,17.29,7,0.563,4,20954.97,14.06,0.272,0
23,80331.56,11407.68,27.66,1,0.664,1,3549.21,0.15,0.142,1
65,50702.06,33777.36,29.07,2,0.346,4,15672.98,17.82,0.666,1
34,74885.16,11213.86,16.45,2,0.48,3,0.0,4.93,0.15,1
50,48208.9,32366.24,14.02,1,0.318,0,14991.09,3.24,0.671,1
24,71880.53,287.19,28.38,2,0.364,1,12441.96,6.0,0.004,1
38,31419.43,13435.11,20.37,3,0.569,1,4348.78,19.28,0.428,1
57,33111.34,14028.26,2.41,2,0.586,2,15980.49,2.67,0.424,1
45,83280.56,21347.9,14.24,0,0.458,2,15902.6,5.75,0.256,1
21,80626.32,28341.8,7.59,2,0.614,2,28105.45,0.21,0.352,1
35,73939.45,3007.26,14.36,2,0.373,3,0.0,17.0,0.041,1
29,61935.31,4704.2,13.94,0,0.185,1,13087.41,11.0,0.076,1
35,15000.0,1177.1,17.67,1,0.356,1,4876.85,17.0,0.078,1
44,58352.73,33842.21,11.02,3,0.346,2,24437.14,16.28,0.58,1
24,69992.03,21571.26,5.35,0,0.454,0,23046.94,3.61,0.308,1
32,48235.87,4987.55,15.36,1,0.266,1,20094.56,14.0,0.103,1
57,44325.13,12682.86,24.99,1,0.428,2,5554.0,3.29,0.286,1
57,91777.25,32181.14,20.09,2,0.348,2,24625.65,10.03,0.351,1
63,58673.64,14662.57,10.48,0,0.509,4,0.0,14.22,0.25,1
26,70005.49,13953.74,28.1,0,0.367,2,0.0,8.0,0.199,1
59,77030.89,8624.44,27.41,0,0.029,0,0.0,2.98,0.112,1
44,37968.38,5700.09,6.68,3,0.343,4,13598.3,0.86,0.15,0
31,64250.56,32199.89,1.66,3,0.288,2,22101.97,13.0,0.501,1
33,89032.18,38086.82,22.37,0,0.815,1,0.0,15.0,0.428,1
54,100022.91,6177.67,24.91,2,0.606,2,29872.91,2.05,0.062,1
45,60878.6,34859.31,29.05,3,0.34,0,15573.35,3.19,0.573,1
27,54765.24,12151.33,26.75,5,0.518,0,0.0,9.0,0.222,1
24,65918.53,24403.78,18.22,3,0.206,3,15211.36,6.0,0.37,1
